"Percent Total","Element","Extension","Type","Domain","Owner","Owner Country","Owner Lineage"
"7.14","http://static-2.akipress.org/st_gallery/1/808301.efc1afa06152330dcc2e0f605456c0a9.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_gallery/3/814703.a00ba961bcab02768caafab06556d594.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_gallery/38/829738.fe7adb945df529e9312138514d0d83e0.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_gallery/4/815504.b79a710eb2178962b604511576852263.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_gallery/43/814543.85c1ce86d63a84257b9c4afa1ba9eb95.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_gallery/46/813346.065f865730c733b33760899ccce36dc4.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_gallery/70/819470.014677543070f24a2917697d38b41fb7.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_gallery/76/781476.a3b6af34cb85207e1f6e4c573c9db39e.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_gallery/78/814978.8fb8124fa2ddfa9d8d55aef502870cf2.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_gallery/84/802784.2cfd51bf2efe54c54ea9de059463ef7b.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_gallery/9/790609.bb09034b4660ef8f74e925a0d489bbf9.500.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_profiles/1/1484822971.norm.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_profiles/2/1522232952.norm.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_profiles/5/1482307105.norm.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_profiles/5/1498113135.norm.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_profiles/5/1543236135.norm.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_profiles/6/1501068816.norm.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_profiles/6/1548239596.norm.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_profiles/7/1531479387.norm.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","http://static-2.akipress.org/st_profiles/8/1486037178.norm.jpg","jpg","image","akipress.org","Unknown","",""
"7.14","https://abscbnshowtime.blob.core.windows.net/albums/2019/10/101719-20-words-and-phrases/20-words-and-phrases-from-Vice-Ganda-that-Pinoys-now-widely-use.jpg","jpg","image","windows.net","Microsoft","US","Microsoft "
"7.14","https://aka-cdn.adtechus.com/images/ATCollapse.gif","gif","image","adtechus.com","ONE by Aol","US","ONE by Aol > Aol > Oath > Verizon "
"7.14","https://aphrodite.gmanetwork.com/assets/img/og_img/gma-kapuso-foundation-og-image.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/assets/radio/images/og/barangay_ls.png","png","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/assets/revamp/img/gma_white.png","png","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/entertainment/articles/900_675_6__20190518134640.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/entertainment/gallery/480_360_main__20190402152458.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/entertainment/gallery/480_360_main__20191015140800.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/entertainment/gallery/480_360_main__20191015183026.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/entertainment/gallery/480_360_mian__20191016183455.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/entertainment/videos/images/480_360_101719_dulomid__20191017203639.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/entertainment/videos/images/480_360_101719_madA__20191017195321.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/entertainment/videos/images/480_360_101719_madB__20191017195419.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/entertainment/videos/images/480_360_101719_wowA__20191017192219.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/entertainment/videos/images/480_360_mad1__20191017200558.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/films/articles/main/2363_1571309383_9974_revamp.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/films/articles/main/591_1570775901_19098_revamp.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/films/articles/main/7134_1570775966_13004_revamp.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/fulleps_og.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/international/articles/480_360_Main_Image16_1016__20191016134802.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/kapusofoundation/videos/main_image/8009_1570939385_9230_revamp.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/radio/articles/main/1845_1570783053_10331_revamp.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/radio/articles/main/1907_1571305893_9123_revamp.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/records/articles/main/8776_1571135909_6477_revamp.jpg","jpg","image","gmanetwork.com","Unknown","",""
"7.14","https://aphrodite.gmanetwork.com/regionaltv/res/images/RTV_OG_Image.png","png","image","gmanetwork.com","Unknown","",""
"7.14","https://arms-retcode-sg.aliyuncs.com/r.png","png","image","aliyuncs.com","Alibaba","CN","Alibaba "
"7.14","https://asset-sports.abs-cbn.com/web/dev/articles/1571308666_photo-291x218-gonzalesnelle.jpg","jpg","image","abs-cbn.com","Unknown","",""
"7.14","https://asset-sports.abs-cbn.com/web/dev/articles/1571313796_photo-291x218-ap19289644204973-small.jpg","jpg","image","abs-cbn.com","Unknown","",""
"7.14","https://asset-sports.abs-cbn.com/web/dev/articles/1571313875_photo-291x218-gettyimages-1088819084.jpg","jpg","image","abs-cbn.com","Unknown","",""
"7.14","https://asset-sports.abs-cbn.com/web/dev/articles/1571314060_photo-291x218-ap19290132404030-small.jpg","jpg","image","abs-cbn.com","Unknown","",""
"7.14","https://asset-sports.abs-cbn.com/web/dev/articles/1571320576_photo-291x218-363682ea-cf29-4d47-a57e-41c77bf94ec3.jpeg","jpeg","image","abs-cbn.com","Unknown","",""
"7.14","https://asset-sports.abs-cbn.com/web/dev/articles/1571326446_photo-291x218-f2-psl-inv-champs-3.jpg","jpg","image","abs-cbn.com","Unknown","",""
"7.14","https://assets.abs-cbn.com/dotcom/dotcom/media/sample-files/backgrounds/experience.png","png","image","abs-cbn.com","Unknown","",""
"7.14","https://assets.abs-cbn.com/dotcom/dotcom/media/sample-files/banner/bg-kty.png","png","image","abs-cbn.com","Unknown","",""
"7.14","https://assets.abs-cbn.com/dotcom/dotcom/media/sample-files/logos/kty-logo.png","png","image","abs-cbn.com","Unknown","",""
"7.14","https://assets.abs-cbn.com/dotcom/dotcom/media/sample-files/logos/logo-studioxp.png","png","image","abs-cbn.com","Unknown","",""
"7.14","https://assets.abs-cbn.com/dotcom/dotcom/media/sample-files/misc/tweet-dp.png","png","image","abs-cbn.com","Unknown","",""
